,Địa chỉ,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích (m2),Số toilet,Nội thất,Latitude,Longitude,Đường
120,"Dự án Eaton Park, số 6 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",7400.0,98.67,1,Quận 2,75.0,1,Đầy đủ,10.7947015762329,106.753456115723,Mai Chí Thọ
121,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",7105.19384765625,82.94935607910156,2,Quận 2,75.0,2,Đầy đủ,10.8026895523071,106.741813659668,Xa Lộ Hà Nội
122,"Dự án Masteri Thảo Điền, Đường Võ Nguyên Giáp, Phường Thảo Điền, Quận 2, Hồ Chí Minh",6754.03857421875,84.78472137451172,2,Quận 2,78.0,2,Đầy đủ,10.802689552307127,106.74181365966795,Võ Nguyên Giáp
123,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",12400.0,126.53,2,Quận 2,98.0,2,Đầy đủ,10.7698259353638,106.716209411621,Mai Chí Thọ
124,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",7105.19384765625,82.94935607910156,2,Quận 2,70.0,2,Đầy đủ,10.802689552307127,106.74181365966795,Xa Lộ Hà Nội
125,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",7105.19384765625,82.94935607910156,2,Quận 2,70.0,2,Đầy đủ,10.8026895523071,106.741813659668,Xa Lộ Hà Nội
126,"Investco Babylon, 683A Âu Cơ, Tân Thành, Tân Phú, Hồ Chí Minh",2500.0,47.17,1,Tân Phú,53.0,1,Cơ bản,10.784589940751,106.642218063484,Bến Vân Đồn
127,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",55000.0,305.56,4,Quận 2,180.0,3,Cơ bản,10.7724266052246,106.713417053223,Đại Lộ Vòng Cung
128,"Dự án The Global City, Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh",22233.509765625,191.4052276611328,1,Quận 2,50.0,1,Đầy đủ,10.7992230296232,106.756746930663,Đỗ Xuân Hợp
129,"Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5300.0,61.63,2,Tân Phú,86.0,2,Đầy đủ,10.8035116035215,106.616813071999,N1
130,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",3750.0,48.08,2,Bình Tân,78.0,2,Đầy đủ,10.72211742401123,106.61175537109376,Võ Văn Kiệt
132,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",2700.0,48.2,2,Bình Tân,56.0,1,Cơ bản,10.72211742401123,106.61175537109376,Võ Văn Kiệt
134,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",2900.0,39.73,2,Quận 7,73.0,2,Cơ bản,10.7180337905884,106.742393493652,Đào Trí
135,"RichStar, 278, 239, 241, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",2700.0,41.54,2,Tân Phú,65.0,2,Full nội thất,10.7723159790039,106.625511169434,Hòa Bình
136,"Dự án D1Mension, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",10500.0,111.7,3,Quận 1,94.0,2,Đầy đủ,10.75535774230957,106.6875228881836,Võ Văn Kiệt
137,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",4100.0,56.94,2,Quận 9,72.0,2,Đầy đủ,10.835247993469238,106.8302230834961,Nguyễn Xiển
138,"Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",6170.0,64.31,3,Tân Phú,96.0,3,Cơ bản,10.803988456726074,106.61737060546876,N1
139,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",4200.0,58.33,2,Quận 7,72.0,2,Đầy đủ,10.7503509521484,106.723175048828,Nguyễn Văn Linh
140,"Dự án Essensia Sky, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",5100.0,68.0,2,Nhà Bè,75.0,2,Đầy đủ,10.704007148742676,106.71265411376952,Nguyễn Hữu Thọ
141,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",2800.0,43.08,2,Tân Phú,65.0,2,Đầy đủ,10.772315979003906,106.6255111694336,Hòa Bình
142,"Dự án Diamond Centery, Quận Tân Phú, Hồ Chí Minh",7400.0,61.16,3,Tân Phú,121.0,3,Cơ bản,10.8060465,106.61587,N1
143,"Dự án Diamond Island, Phố Trần Quý Kiên, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",16000.0,88.89,3,Quận 2,180.0,3,Đầy đủ,10.778997421264648,106.7471923828125,Nguyễn Thị Định
144,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",2850.0,57.0,1,Bình Tân,50.0,2,Đầy đủ,10.727885246276855,106.620361328125,An Dương Vương
146,"Sunrise City, Nguyễn Hữu Thọ, Tân Hưng, Quận 7, Hồ Chí Minh",4550.0,65.0,1,Quận 7,70.0,1,Đầy đủ,10.7386049019975,106.700827617663,Nguyễn Lương Bằng
147,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",9300.0,86.92,2,Quận 10,107.0,2,Đầy đủ,10.7773962020874,106.676734924316,3/2
148,"Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",7300.0,105.8,2,Quận 1,69.0,2,Đầy đủ,10.784106,106.70365,Nguyễn Văn Hưởng
149,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",7700.0,84.62,2,Quận 2,91.0,2,Đầy đủ,10.778997421264648,106.7471923828125,Nguyễn Thị Định
150,"Dự án D1Mension, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",10620.0,103.06,3,Quận 1,103.0,3,Đầy đủ,10.75535774230957,106.6875228881836,Võ Văn Kiệt
151,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",7000.0,88.61,2,Quận 10,79.0,2,Đầy đủ,10.777396202087402,106.6767349243164,3/2
152,"Urban Green, Số 6, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",3990.0,51.1,2,Thủ Đức,78.0,2,Cơ bản,10.8429912096417,106.71993326039,Xa Lộ Hà Nội
153,"Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",3250.0,43.33,2,Quận 2,75.0,2,Đầy đủ,10.789671,106.76853,Nguyễn Duy Trinh
154,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",3000.0,44.78,2,Quận 9,67.0,2,Full nội thất.,10.8000974655151,106.792572021484,Võ Chí Công
155,"Dự án De Capella, Phố Lương Định Của, Phường An Khánh, Quận 2, Hồ Chí Minh",5109.0849609375,63.79523849487305,2,Quận 2,86.0,2,Đầy đủ,10.78687572479248,106.73294067382812,Nguyễn Thị Định
156,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",13000.0,156.63,2,Quận 2,83.0,2,Đầy đủ,10.7790193557739,106.715606689453,Đại Lộ Vòng Cung
157,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",5600.0,67.47,2,Quận 2,83.0,2,Đầy đủ,10.7789974212646,106.747192382813,Nguyễn Thị Định
159,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",20000.0,123.46,3,Quận 7,162.0,3,Đầy đủ,10.73862361907959,106.70059967041016,Nguyễn Hữu Thọ
160,"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",3000.0,40.0,2,Quận 2,75.0,2,Đầy đủ,10.7896709442139,106.768531799316,Nguyễn Duy Trinh
161,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",10700.0,91.45,3,Quận 2,117.0,2,Đầy đủ,10.7789974212646,106.747192382813,Nguyễn Thị Định
162,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",1850.0,50.0,1,Quận 7,37.0,1,Cơ bản,10.727764129638672,106.70145416259766,Nguyễn Văn Linh
163,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",6400.0,80.0,2,Bình Thạnh,80.0,2,Đầy đủ,10.7949285507202,106.720741271973,Điện Biên Phủ
164,"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",5300.0,50.28,3,Nhà Bè,105.4,2,Cơ bản,10.704439163208008,106.71278381347656,Nguyễn Hữu Thọ
166,"Dự án RichStar, Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",3200.0,35.16,3,Tân Phú,91.0,2,"Giao thô, HTCB, full nội thất.",10.772315979003906,106.6255111694336,Tô Hiệu
167,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",3050.0,50.83,2,Quận 9,60.0,2,Cơ bản,10.841423034668,106.840118408203,Xa Lộ Hà Nội
168,"Dự án D1Mension, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",10400.0,100.0,3,Quận 1,104.0,2,Đầy đủ,10.75535774230957,106.6875228881836,Võ Văn Kiệt
169,"Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",7600.0,62.97,3,Tân Phú,120.7,3,Cơ bản,10.803988456726074,106.61737060546876,N1
170,"Dự án Lovera Vista, Đường Số 19, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",1950.0,37.5,1,Bình Chánh,52.0,1,Cơ bản + rèm full + tủ bếp trên dưới + toilet gương có sẵn + phòng ngủ sàn gỗ.,10.6923952102661,106.642768859863,Số 19
171,"Dự án De La Sol, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh",6500.0,86.67,2,Quận 4,75.0,2,Đầy đủ,10.7536773681641,106.690460205078,Tôn Thất Thuyết
172,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",2300.0,43.4,1,Quận 7,53.0,1,Đầy đủ,10.7180337905884,106.742393493652,Đào Trí
173,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",3000.0,42.86,2,Quận 9,70.0,2,Đầy đủ,10.8000974655151,106.792572021484,Võ Chí Công
174,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh.",7300.0,70.87,2,Quận 2,103.0,2,Không nội thất,10.7768859863281,106.756202697754,Đồng Văn Cống
175,"Dự án Homyland Riverside, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",3640.0,45.0,2,Quận 2,81.0,2,Cơ bản,10.789670944213867,106.7685317993164,Nguyễn Duy Trinh
176,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",10000.0,97.09,2,Bình Thạnh,103.0,2,Đầy đủ.,10.7896270751953,106.717666625977,Nguyễn Hữu Cảnh
177,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",2000.0,29.85,2,Quận 9,67.0,2,"Có tủ bếp trên, tủ bếp dưới, chậu rửa, máy hút mùi, bếp điện từ Teka.",10.8472747802734,106.773529052734,Xa Lộ Hà Nội
178,"Dự án Moonlight Residences, Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh.",2900.0,44.62,2,Thủ Đức,65.0,2,Đầy đủ,10.844209671020508,106.76300811767578,Đặng Văn Bi
179,"Dự án Lavita Garden, Đường Số 3, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",2500.0,36.23,2,Thủ Đức,69.0,2,Đầy đủ,10.8337841033936,106.760665893555,Số 3
180,"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",1780.0,28.71,2,Quận 8,62.0,2,Đầy đủ,10.707181930542,106.623657226563,Trịnh Quang Nghị
181,"Dự án Diamond Island, Phố Trần Quý Kiên, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",20000.0,119.76,4,Quận 2,167.0,4,Đầy đủ,10.778997421264648,106.7471923828125,Nguyễn Thị Định
182,"Dự án Dream Home Riverside, Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh",1390.0,24.39,2,Quận 8,57.0,2,Cơ bản,10.6997509002686,106.625129699707,Nguyễn Văn Linh
183,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",11300.0,106.6,2,Bình Thạnh,106.0,2,Cơ bản,10.7896270751953,106.717666625977,Nguyễn Hữu Cảnh
184,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",14700.0,172.94,3,Quận 2,85.0,2,Đầy đủ,10.782441139221191,106.71935272216795,Nguyễn Cơ Thạch
185,"Dự án Dream Home Riverside, Đường Nguyễn Văn Linh, Phường 7, Quận 8, Hồ Chí Minh",1350.0,23.68,2,Quận 8,57.0,2,Đầy đủ,10.699750900268556,106.62512969970705,Nguyễn Văn Linh
186,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",3000.0,61.22,1,Quận 2,49.0,1,Đầy đủ,10.789772987365724,106.75521850585938,Nguyễn Thị Định
187,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4000.0,57.97,2,Quận 2,69.0,2,Cơ bản,10.7897729873657,106.755218505859,Nguyễn Thị Định
188,"Diamond Riverside, 1646A, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",2550.0,34.93,2,Quận 8,73.0,2,Đầy đủ,10.7298421859741,106.623931884766,Võ Văn Kiệt
189,"Dự án The Gold View, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",3850.0,55.0,2,Quận 4,70.0,1,Đầy đủ,10.756248474121094,106.6918487548828,Bến Vân Đồn
190,"Dự án De Capella, Phố Lương Định Của, Phường An Khánh, Quận 2, Hồ Chí Minh",5700.0,60.0,3,Quận 2,95.0,2,Cơ bản,10.7868757247925,106.732940673828,Nguyễn Thị Định
191,"Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",17330.009765625,141.5626678466797,2,Quận 2,75.0,2,Đầy đủ,10.79470157623291,106.75345611572266,Mai Chí Thọ
192,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2600.0,44.83,2,Quận 9,58.0,2,Cơ bản,10.8396596908569,106.851036071777,Nguyễn Thị Định
193,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",9200.0,67.65,3,Quận 2,136.0,2,Nội thất cơ bản.,10.7764949798584,106.755760192871,Phan Văn Đáng
194,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh",4000.0,58.82,2,Quận 2,68.0,2,Cơ bản,10.7897729873657,106.755218505859,Nguyễn Thị Định
195,"Dự án The Opus One - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",4931.95849609375,76.16712188720703,2,Quận 9,80.0,2,Đầy đủ,10.8370094299316,106.838989257813,Nguyễn Xiển
196,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",3100.0,46.97,2,Quận 7,66.0,2,Đầy đủ,10.727764129638672,106.70145416259766,Nguyễn Văn Linh
197,"Vinhomes Golden River Ba Son, số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",18600.0,155.0,3,Quận 1,120.0,2,Cao cấp,10.7809456023723,106.707806173522,Nguyễn Văn Hưởng
198,"Dự án Lumiere Boulevard, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",3300.0,61.11,2,Quận 9,54.0,1,Cơ bản,10.8368759155273,106.840324401855,Nguyễn Xiển
199,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2080.0,44.69,1,Quận 9,46.5,1,Cơ bản,10.841276168823242,106.8386001586914,Nguyễn Xiển
200,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",11200.0,121.74,2,Quận 2,92.0,2,Đầy đủ,10.7698259353638,106.716209411621,Mai Chí Thọ
201,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",8305.5947265625,88.03411865234375,2,Quận 10,86.0,2,Đầy đủ,10.7773962020874,106.676734924316,3/2
202,"Dự án Moonlight Boulevard, Đường Kinh Dương Vương, Phường An Lạc A, Bình Tân, Hồ Chí Minh",2150.0,40.57,1,Bình Tân,53.0,1,Đầy đủ,10.741555213928224,106.61870574951172,Kinh Dương Vương
203,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",6000.0,50.0,3,Quận 7,120.0,2,Đầy đủ,10.7386236190796,106.70059967041,Nguyễn Hữu Thọ
204,"Dự án Khải Hoàn Prime, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",2300.0,50.0,1,Nhà Bè,46.0,1,Đầy đủ,10.7051086425781,106.703521728516,Lê Văn Lương
205,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",6100.0,75.31,2,Quận 2,81.0,2,Đầy đủ,10.776951789855955,106.75189971923828,Bát Nàn
206,"Chung Cư CityLand Park Hills, P10, Gò Vấp, Hồ Chí Minh",3900.0,52.0,2,Gò Vấp,75.0,2,Đầy đủ,10.8344240188599,106.668067932129,Mai Chí Thọ
207,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",5300.0,46.9,3,Bình Chánh,113.0,2,Đầy đủ,10.687005043029783,106.5854263305664,Tân Túc
208,"Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",2700.0,39.13,2,Bình Chánh,69.0,2,Đầy đủ,10.687005043029783,106.5854263305664,Tân Túc
209,"Dự án Sky Garden II, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",4100.0,57.75,2,Quận 7,71.0,2,Đầy đủ,10.7292003631592,106.706169128418,Nguyễn Văn Linh
210,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",2600.0,44.83,2,Quận 9,58.0,2,Cơ bản,10.8360824584961,106.847915649414,Nguyễn Xiển
211,"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",4280.0,53.5,2,Nhà Bè,80.0,2,Thô,10.704439163208,106.712783813477,Nguyễn Hữu Thọ
212,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",4350.0,65.91,2,Quận 7,66.0,2,Đầy đủ,10.7503509521484,106.723175048828,Nguyễn Văn Linh
213,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",9000.0,83.33,3,Quận 10,108.0,2,Đầy đủ.,10.777396202087402,106.6767349243164,3/2
214,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",2600.0,35.62,2,Quận 7,73.0,2,Full nội thất Malloca bếp điện từ + hút mùi + kính bếp + tủ bếp + kệ bếp + mặt bếp đá granit + thiết bị vệ sinh Toto gồm Lavabour + bồn rửa mặt + bồn tắm + vòi sen + sàn gỗ + có ô xe ôtô...,10.7180337905884,106.742393493652,Đào Trí
215,"Dự án Lumiere Boulevard, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",6600.0,68.04,3,Quận 9,97.0,2,Đầy đủ,10.8368759155273,106.840324401855,Nguyễn Xiển
216,"Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",5350.0,76.43,2,Quận 2,70.0,2,Cơ bản.,10.80115032196045,106.73810577392578,Xa Lộ Hà Nội
217,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",4600.0,54.44,2,Tân Phú,84.5,2,Đầy đủ,10.8039054870605,106.616683959961,N1
218,"Dự án Celesta Rise, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",3900.0,45.88,2,Nhà Bè,85.0,2,Đầy đủ,10.704439163208,106.712783813477,Nguyễn Hữu Thọ
219,"Dự án De La Sol, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh.",5900.0,83.1,2,Quận 4,71.0,2,Đầy đủ.,10.7536773681641,106.690460205078,Tôn Thất Thuyết
221,"Dự án Diamond Centery Celadon City, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5900.0,68.6,2,Tân Phú,86.0,2,Đầy đủ,10.8060464859009,106.615867614746,N1
222,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",6300.0,77.78,2,Quận 2,81.0,2,Đầy đủ,10.776951789856,106.751899719238,Bát Nàn
223,"Dự án Vinhomes Central Park, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",7600.0,90.48,2,Bình Thạnh,84.0,2,Đầy đủ,10.7949285507202,106.720741271973,Nguyễn Hữu Cảnh
224,"Fiato Uptown, Tô Ngọc Vân, Tam Phú, Thủ Đức, Hồ Chí Minh",3660.0,45.18,2,Thủ Đức,81.0,2,Đầy đủ,10.8621350029587,106.743546555205,Xa Lộ Hà Nội
225,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",1900.0,40.43,1,Quận 9,47.0,1,Đầy đủ,10.8370094299316,106.838989257813,Nguyễn Xiển
226,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",7500.0,75.0,3,Bình Thạnh,100.0,2,Đầy đủ,10.7903623580933,106.718391418457,Nguyễn Hữu Cảnh
227,"Dự án Diamond Riverside, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",3250.0,37.79,3,Quận 8,86.0,2,Cơ bản,10.7298421859741,106.623931884766,Võ Văn Kiệt
