,Địa chỉ,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích (m2),Số toilet,Nội thất,Latitude,Longitude,Đường
10358,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",3250.0,50.08,2,Quận 7,64.9,2,Đầy đủ,10.727764129638672,106.70145416259766,Nguyễn Văn Linh
10359,"Dự án Viva Plaza, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2550.0,46.36,2,Quận 7,55.0,1,Cơ bản,10.713912010192873,106.73109436035156,Nguyễn Lương Bằng
10360,"Dự án Mỹ Long, Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",3300.0,33.0,3,Thủ Đức,100.0,2,Cơ bản.,10.8412513306675,106.722819328744,Kha Vạn Cân
10361,"Dự án Khải Hoàn Prime, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",3390.0,53.81,2,Nhà Bè,63.0,2,Đầy đủ,10.705108642578123,106.70352172851562,Lê Văn Lương
10362,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",4000.0,50.0,2,Tân Bình,80.0,2,Đầy đủ,10.8060159683228,106.666458129883,Phổ Quang
10363,"Dự án Dragon City, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",3900.0,42.39,3,Nhà Bè,92.0,2,Đầy đủ,10.710577964782717,106.70890808105467,Nguyễn Hữu Thọ
10364,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2650.0,38.41,3,Quận 9,69.0,2,Đầy đủ,10.8370094299316,106.838989257813,Nguyễn Xiển
10365,"Dự án Vincom Center TP HCM, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",35000.0,218.75,3,Quận 1,160.0,2,Đầy đủ,10.7782497406006,106.702026367188,Lê Thánh Tôn
10366,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",9800.0,125.64,2,Quận 1,78.0,2,Đầy đủ,10.784106254577637,106.70365142822266,Nguyễn Hữu Thọ
10367,"Dự án Thủ Thiêm Sky, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",3500.0,58.33,2,Quận 2,60.0,2,Full nội thất.,10.8146638870239,106.730255126953,Nguyễn Văn Hưởng
10368,"Dự án The CBD Premium Home, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",2480.0,39.36,2,Quận 2,63.0,2,Cơ bản,10.774380683898926,106.7614974975586,Đồng Văn Cống
10369,"Dự án Vincom Center TP HCM, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",36000.0,233.77,3,Quận 1,154.0,2,Cơ bản.,10.7782497406006,106.702026367188,Lê Thánh Tôn
10370,"Dự án Sunrise City View, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",4100.0,55.4,2,Quận 7,74.0,2,Đầy đủ,10.745357513427734,106.70084381103516,Nguyễn Hữu Thọ
10371,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2620.0,56.87,2,Quận 9,46.0,2,Cơ bản,10.838515281677246,106.8334503173828,Nguyễn Thị Định
10372,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",5250.0,52.5,3,Quận 9,100.0,2,Đầy đủ,10.8009119033813,106.741912841797,Song Hành
10373,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",4350.0,51.18,2,Bình Chánh,85.0,2,Cơ bản,10.7248125076294,106.664390563965,Nguyễn Văn Linh
10374,"The Peak Garden, Phạm Hữu Lầu, Bình Thuận, Quận 7, Hồ Chí Minh",3700.0,36.63,3,Quận 7,101.0,2,Cơ bản,10.7048876448457,106.732078579282,Nguyễn Lương Bằng
10375,"Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",15000.0,62.76,3,Quận 7,239.0,2,Đầy đủ.,10.719802856445312,106.72736358642578,Nguyễn Lương Bằng
10376,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",6200.0,49.21,3,Bình Chánh,126.0,3,Bàn Giao CĐT,10.7248125076294,106.664390563965,Nguyễn Văn Linh
10377,"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2250.0,34.62,2,Quận 7,65.0,2,Không nội thất,10.6994161605835,106.730125427246,Nguyễn Lương Bằng
10378,"Dự án Saigon Asiana, Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",3100.0,47.69,2,Quận 6,65.0,2,Đầy đủ,10.7493057250977,106.635383605957,Nguyễn Văn Luông
10379,"Dự án The Era Town, Đường 15B, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",3200.0,19.88,3,Quận 7,161.0,4,Nhà trống.,10.6994161605835,106.730125427246,15b
10380,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",4280.0,49.72,2,Bình Chánh,86.0,2,Cơ bản,10.724812507629396,106.66439056396484,Nguyễn Văn Linh
10381,"Dự án Emerald - Celadon City, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5400.0,51.92,3,Tân Phú,104.0,2,Đầy đủ,21.026758193969727,105.84119415283205,N4
10382,"Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",3500.0,51.47,2,Bình Thạnh,68.0,2,Đầy đủ,10.81614112854,106.706199645996,Nguyễn Hữu Cảnh
10383,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",3500.0,44.87,2,Bình Chánh,78.0,2,Bàn giao CĐT.,10.7248125076294,106.664390563965,Nguyễn Văn Linh
10384,"Đường Lương Định Của, Phường Bình An, Quận 2, Hồ Chí Minh",1280.0,32.57,1,Quận 2,39.3,1,Đầy đủ,10.7857399714484,106.730895045027,Lương Định Của
10385,"Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",3650.0,65.18,2,Bình Chánh,56.0,1,Nội Thất Như Hình,10.7248125076294,106.664390563965,Nguyễn Văn Linh
10386,"Dự án Topaz Garden, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",3200.0,36.36,3,Tân Phú,88.0,2,Đầy đủ,10.774995803833,106.634010314941,Trịnh Đình Thảo
10387,"Dự án The Peak, Phường Tân Phú, Quận 7, Hồ Chí Minh",7500.0,90.36,2,Quận 7,83.0,2,Cơ bản,10.7316341400146,106.715637207031,Nguyễn Lương Bằng
10388,"Dự án Galaxy 9, Đường Nguyễn Khoái, Phường 1, Quận 4, Hồ Chí Minh",4700.0,67.14,2,Quận 4,70.0,2,Đầy đủ,10.755169868469238,106.6942367553711,Nguyễn Khoái
10389,"Sunrise Riverside, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Hồ Chí Minh",4000.0,48.19,3,Nhà Bè,83.0,2,Đầy đủ,10.703925495785,106.712398821256,Nguyễn Hữu Thọ
10390,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",9000.0,81.82,2,Quận 10,110.0,2,Đầy đủ,10.777396202087402,106.6767349243164,3/2
10391,"Dự án D1Mension, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",10500.0,111.7,3,Quận 1,94.0,2,Nội thất đầy đủ.,10.7553577423096,106.687522888184,Võ Văn Kiệt
10392,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",7200.0,90.0,2,Bình Thạnh,80.0,2,Cơ bản,10.794928550720217,106.72074127197266,Điện Biên Phủ
10393,"Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",5500.0,63.22,3,Quận 11,87.0,2,Cơ bản,10.76479148864746,106.65550231933594,Lê Đại Hành
10394,"Dự án The Antonia, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",6800.0,83.95,2,Quận 7,81.0,2,Cơ bản,10.7205696105957,106.726905822754,Nguyễn Lương Bằng
10395,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",12000.0,81.08,3,Quận 2,148.0,3,Cơ bản,10.800268173217772,106.74884796142578,Xa Lộ Hà Nội
10396,"Dự án Res III, Đường Tân Mỹ, Phường Tân Phú, Quận 7, Hồ Chí Minh",3067.82373046875,46.49384307861328,2,Quận 7,72.0,2,Đầy đủ,10.734942436218262,106.71835327148438,Tân Mỹ
10397,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",8890.0,77.29,3,Quận 2,115.0,2,Đầy đủ,10.7768859863281,106.756202697754,Phan Văn Đáng
10398,"Dự án The Tresor, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",4800.0,61.54,2,Quận 4,78.0,2,Đầy đủ,10.7666463851929,106.703475952148,Bến Vân Đồn
10399,"Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",1950.0,31.45,2,Quận 8,62.0,2,Đầy đủ,10.707182,106.62366,Trịnh Quang Nghị
10400,"New City Thủ Thiêm, Mai Chí Thọ, Bình Khánh, Quận 2, Hồ Chí Minh",5200.0,60.46,3,Quận 2,86.0,2,Cơ bản,10.7809546657239,106.737903717465,Mai Chí Thọ
10402,"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",3276.596435546875,39.10636520385742,2,Quận 7,70.0,2,Đầy đủ,10.7002105712891,106.731323242188,Nguyễn Lương Bằng
10403,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",2200.0,36.98,1,Quận 9,59.5,1,Đầy đủ,10.839659690856934,106.85103607177734,Nguyễn Thị Định
10404,"Khu căn hộ IDICO Tân Phú, Lũy Bán Bích, Hòa Thạnh, Tân Phú, Hồ Chí Minh",2490.0,33.2,2,Tân Phú,75.0,2,Cơ bản,10.7778167292469,106.635113960966,Bến Vân Đồn
10405,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",4200.0,46.15,3,Quận 9,91.0,2,Đầy đủ,10.841423034668,106.840118408203,Xa Lộ Hà Nội
10406,"Dự án Garden Court 1, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",12000.0,83.33,3,Quận 7,144.0,2,Đầy đủ,10.728618621826172,106.71727752685548,Tôn Dật Tiên
10407,"Dự án Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",1440.0,28.8,2,Bình Chánh,50.0,2,Cơ bản,10.709362030029297,106.64224243164062,Nguyễn Văn Linh
10408,"Phường Bình An, Quận 2, Hồ Chí Minh",1620.0,40.5,1,Quận 2,40.0,1,Đầy đủ,10.7931899729625,106.731121854399,Đại Lộ Vòng Cung
10409,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",1750.0,35.0,1,Quận 9,50.0,1,Đầy đủ,10.7846250534058,106.80054473877,Gò Cát
10410,"Dự án Phú Hoàng Anh, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh.",3511.81591796875,27.095111846923828,4,Nhà Bè,230.0,4,Đầy đủ Nội thất đầy đủ vào ở ngay.,10.7167682647705,106.704315185547,Nguyễn Hữu Thọ
10411,"Dự án Opal Garden, Đường 20, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",3700.0,51.39,2,Thủ Đức,72.0,2,Đầy đủ,10.8275375366211,106.722747802734,20
10412,"Dự án Phú Hoàng Anh, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",3511.81591796875,27.095111846923828,4,Nhà Bè,230.0,4,Đầy đủ,10.7167682647705,106.704315185547,Nguyễn Hữu Thọ
10413,"Dự án Opal Garden, Đường 20, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",3600.0,50.0,2,Thủ Đức,72.0,2,Đầy đủ,10.827537536621094,106.72274780273438,20
10414,"Dự án The Landmark 81, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",6300.0,116.67,1,Bình Thạnh,54.0,1,Đầy đủ,10.799132347106934,106.71966552734376,Điện Biên Phủ
10415,"Summer Square, số 243, Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",2770.0,43.97,2,Quận 6,63.0,2,Đầy đủ,10.759434,106.62527,Tân Hòa Đông
10416,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",8800.0,71.26,3,Quận 2,123.5,2,Đầy đủ.,10.800268173217772,106.74884796142578,Xa Lộ Hà Nội
10417,"Park Legend, 251, Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",7250.0,73.98,3,Tân Bình,98.0,2,Cơ bản,10.800011,106.66071,Hoàng Văn Thụ
10418,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",3300.0,40.74,3,Quận 9,81.0,2,Đầy đủ.,10.83700942993164,106.8389892578125,Nguyễn Xiển
10419,"Sky Center, 5B, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",1900.0,47.5,1,Tân Bình,40.0,1,Đầy đủ,10.806015968322754,106.6664581298828,Phổ Quang
10420,"Dự án Republic Plaza, Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2100.0,42.0,1,Tân Bình,50.0,1,Đầy đủ,10.8010206222534,106.660789489746,Cộng Hòa
10421,"Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",2450.0,46.23,1,Quận 7,53.0,1,Đầy đủ,10.718034,106.74239,Đào Trí
10422,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",19500.0,86.67,3,Quận 2,225.0,4,Cơ bản,10.800268173217772,106.74884796142578,Xa Lộ Hà Nội
10423,"Dự án Sadora Sala, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh",7900.0,89.77,2,Quận 2,88.0,2,Tặng kèm lại nội thất đầy đủ.,10.770589828491213,106.71483612060548,Mai Chí Thọ
10424,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",3800.0,54.29,2,Quận 9,70.0,2,Cơ bản,10.79519271850586,106.78448486328124,Song Hành
10425,"Dự án Cardinal Court, Phường Tân Phú, Quận 7, Hồ Chí Minh",7500.0,98.68,2,Quận 7,76.0,2,Cơ bản,10.727784156799316,106.72339630126952,Nguyễn Thị Định
10426,"Dự án Star Hill, Phường Tân Phú, Quận 7, Hồ Chí Minh",9300.0,67.88,3,Quận 7,137.0,2,Đầy đủ,10.730915069580078,106.72628021240234,Nguyễn Văn Linh
10427,"Dự án Hưng Vượng 3, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",4900.0,44.14,3,Quận 7,111.0,2,Đầy đủ,10.72923469543457,106.70845794677734,Nguyễn Văn Linh
10428,"Dự án Happy Valley, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",6950.0,69.5,3,Quận 7,100.0,2,Đầy đủ,10.730138778686523,106.71326446533205,Nguyễn Văn Linh
10429,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",3200.0,48.86,2,Quận 7,65.5,2,Đầy đủ,10.727764129638672,106.70145416259766,Nguyễn Văn Linh
10430,"Dự án Sài Gòn Mia, Đường Số 9A, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",4400.0,57.14,3,Bình Chánh,77.0,2,Cơ bản,10.7324867248535,106.690048217773,Số 9a
10431,"Dự án Thủ Thiêm Sky, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",2700.0,64.29,1,Quận 2,42.0,1,Đầy đủ,10.8146638870239,106.730255126953,Nguyễn Văn Hưởng
10432,"Dự án Diamond Alnata Plus - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5380.0,63.05,2,Tân Phú,85.3,2,"Cơ bản: Tủ kệ bếp trên dưới An Cường, bếp từ Hafele, máy hút mùi Bosch, thiết bị vệ sinh Grohe, bình nóng lạnh, sàn gỗ phòng ngủ, 3 máy lạnh, rèm, tủ.",10.8060464859009,106.615867614746,N1
10433,"Dự án The Eastern, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",2550.0,32.28,2,Quận 9,79.0,2,Đầy đủ,10.805453300476074,106.7966079711914,Liên Phường
10434,"Dự án Diamond Alnata Plus - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",5600.0,65.65,2,Tân Phú,85.3,2,"Cơ bản: Tủ kệ bếp trên dưới An Cường, bếp từ Hafele, máy hút mùi Bosch, thiết bị vệ sinh Grohe, bình nóng lạnh, sàn gỗ phòng ngủ, 3 máy lạnh, rèm, tủ.",10.80604648590088,106.6158676147461,N1
10435,"Dự án Sky 89, Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5800.0,50.88,3,Quận 7,114.0,2,Đầy đủ,10.7143297195435,106.741432189941,Lê Thị Chợ
10436,"Dự án The Morning Star Plaza, Đường Quốc Lộ 13, Phường 26, Bình Thạnh, Hồ Chí Minh",4300.0,43.88,2,Bình Thạnh,98.0,2,Đầy đủ,10.8131847381592,106.708724975586,Quốc Lộ 13
10437,"Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",3300.0,35.48,2,Quận 7,93.0,2,Full.,10.7399873733521,106.73543548584,Nguyễn Văn Quỳ
10438,"Dự án Midtown Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Hồ Chí Minh",8750.0,91.15,2,Quận 7,96.0,2,Đầy đủ,10.7243213653564,106.728225708008,Nguyễn Lương Bằng
10439,"Dự án The Morning Star Plaza, Đường Quốc Lộ 13, Phường 26, Bình Thạnh, Hồ Chí Minh",4400.0,46.32,2,Bình Thạnh,95.0,2,"Đầy đủ, đẹp",10.8131847381592,106.708724975586,Quốc Lộ 13
10440,"Dự án Lumiere Boulevard, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",3900.0,55.71,2,Quận 9,70.0,2,Cơ bản,10.8368759155273,106.840324401855,Nguyễn Xiển
10441,"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",1650.0,55.0,1,Nhà Bè,30.0,1,Hoàn thiện Cơ Bản,10.722357749939,106.702690124512,Nguyễn Hữu Thọ
10442,"Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",6900.0,54.33,3,Tân Phú,127.0,2,Đầy đủ,10.8039884567261,106.617370605469,N1
10443,"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",3500.0,50.0,2,Nhà Bè,70.0,2,Đầy đủ,10.722357749939,106.702690124512,Nguyễn Hữu Thọ
10444,"Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",4000.0,29.63,3,Quận 7,135.0,2,Đầy đủ,10.7399873733521,106.73543548584,Nguyễn Văn Quỳ
10445,"Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",5200.0,32.5,3,Quận 7,160.0,2,Đầy đủ,10.7399873733521,106.73543548584,Nguyễn Văn Quỳ
10446,"Dự án The Panorama, Đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Hồ Chí Minh",11800.0,83.69,3,Quận 7,141.0,2,Đầy đủ,10.7218179702759,106.714019775391,Tôn Dật Tiên
10447,"Dự án Happy Valley, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",6800.0,68.0,3,Quận 7,100.0,2,Đầy đủ,10.730138778686523,106.71326446533205,Nguyễn Văn Linh
10448,"Dự án Luxcity, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",3100.0,42.18,2,Quận 7,73.5,2,Với đầy đủ nội thất.,10.7388229370117,106.729698181152,Huỳnh Tấn Phát
10449,"Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",3000.0,35.71,3,Quận 7,84.0,2,Đầy đủ,10.7399873733521,106.73543548584,Nguyễn Văn Quỳ
10450,"Q2 Thảo Điền, 21, Đường Võ Trường Toản, Phường Thảo Điền, Quận 2, Hồ Chí Minh",17500.0,175.0,3,Quận 2,100.0,2,Cơ bản.,10.8043355941772,106.747230529785,Võ Trường Toản
10451,"Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",2300.0,43.4,1,Quận 7,53.0,1,Cơ bản,10.7180337905884,106.742393493652,Đào Trí
10452,"12 View, 36/38, Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",1950.0,22.94,2,Quận 12,85.0,2,Không nội thất,10.82463264465332,106.6108856201172,Tân Thới Nhất 8
10453,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",1550.0,59.62,1,Quận 7,26.0,1,Đầy đủ,10.7277641296387,106.701454162598,Nguyễn Văn Linh
10454,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",9600.0,80.0,3,Phú Nhuận,120.0,2,Đầy đủ,10.79861068725586,106.6705551147461,Nguyễn Văn Trỗi
10455,"Dự án The Peak Garden, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",2400.0,32.43,2,Quận 7,74.0,2,Cơ bản,10.7002105712891,106.731323242188,Nguyễn Lương Bằng
10456,"Dự án Tản Đà Court, Đường Tản Đà, Phường 11, Quận 5, Hồ Chí Minh",8400.0,48.28,3,Quận 5,174.0,3,Đầy đủ,10.7532043457031,106.664543151855,Tản Đà
10457,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",1400.0,51.85,1,Quận 7,27.0,1,Cơ bản,10.7277641296387,106.701454162598,Nguyễn Văn Linh
10458,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",2200.0,33.85,2,Quận 9,65.0,2,Đầy đủ,10.8472747802734,106.773529052734,Xa Lộ Hà Nội
10459,"Dự án Khánh Hội 2, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",4500.0,40.91,3,Quận 4,110.0,2,Đầy đủ,10.75563144683838,106.69100952148438,Bến Vân Đồn
10460,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",7900.0,96.34,2,Bình Thạnh,82.0,2,Đầy đủ,10.7949285507202,106.720741271973,Điện Biên Phủ
10461,"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",1830.0,53.82,1,Quận 2,34.0,1,Đầy đủ,10.7884483337402,106.751968383789,Mai Chí Thọ
10462,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",8000.0,90.91,2,Bình Thạnh,88.0,2,Đầy đủ,10.7949285507202,106.720741271973,Điện Biên Phủ
10463,"Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",9500.0,52.78,3,Quận 7,180.0,2,Đầy đủ,10.719802856445312,106.72736358642578,Nguyễn Lương Bằng
10464,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",9500.0,89.62,3,Quận 2,106.0,2,Cơ bản,10.7768859863281,106.756202697754,Phan Văn Đáng
10465,"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh.",6100.0,124.49,1,Quận 2,49.0,1,Không nội thất.,10.804214477539062,106.74951934814452,Võ Nguyên Giáp
10466,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",6800.0,81.93,2,Quận 2,83.0,2,Đầy đủ,10.7789974212646,106.747192382813,Nguyễn Thị Định
10467,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh",6200.0,65.26,2,Quận 2,95.0,2,Cơ bản,10.800363540649414,106.75028228759766,Xa Lộ Hà Nội
10468,"Đường Lê Hồng Phong, Phường 2, Quận 5, Hồ Chí Minh",2850.0,36.54,2,Quận 5,78.0,1,Đầy đủ,10.7572807214474,106.677771841686,Lê Hồng Phong
10469,"Dự án Sunwah Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",15000.0,120.0,3,Bình Thạnh,125.0,2,Đầy đủ,10.789627075195312,106.71766662597656,Nguyễn Hữu Cảnh
10470,"Dự án Fiato Uptown, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",3890.0,48.6,2,Thủ Đức,80.0,2,Cơ bản,10.864476203918455,106.74188232421876,Tô Ngọc Vân
10471,"Dự án Diamond Riverside, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",2790.0,38.22,2,Quận 8,73.0,2,Đầy đủ,10.7298421859741,106.623931884766,Võ Văn Kiệt
10472,"The Harmona, số 21, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",3300.0,40.74,2,Tân Bình,81.0,2,Đầy đủ,10.7969303131104,106.642097473145,Trương Công Định
10473,"Dự án Xi Grand Court, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",8500.0,77.98,3,Quận 10,109.0,2,Full nội thất.,10.767601013183594,106.65940856933594,Nguyễn Hữu Thọ
10474,"Dự án Oriental Plaza, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",3000.0,38.46,2,Tân Phú,78.0,2,Đầy đủ,10.78981590270996,106.6398696899414,Âu Cơ
10475,"Carina Plaza, Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Hồ Chí Minh",2550.0,25.76,2,Quận 8,99.0,2,Không nội thất,10.729212,106.62342,Đại Lộ Đông Tây
10476,"Dự án Heaven Riverview, Đường 192, Phường 16, Quận 8, Hồ Chí Minh",1500.0,29.41,1,Quận 8,51.0,1,Không nội thất,10.71847438812256,106.6230239868164,192
